alias,name,url,latitude,longitude,address1,address2,city,zip_code,state,phone
soul-central-charlotte-2,Soul Central,https://www.yelp.com/biz/soul-central-charlotte-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.2186079289868,-80.7950378581881,2903 Central Ave,,Charlotte,28205,NC,+19803494015
the-burrito-factory-charlotte,The Burrito Factory,https://www.yelp.com/biz/the-burrito-factory-charlotte?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.153852,-80.87657,5920 South Blvd,,Charlotte,28217,NC,+19809391828
souly-vegan-cafe-durham-2,Souly Vegan Cafe,https://www.yelp.com/biz/souly-vegan-cafe-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.96801,-78.95989,4125 Durham Chapel Hill Blvd,,Durham,27707,NC,+19842196050
its-a-southern-thing-kitchen-and-bar-durham,It's a Southern thing: Kitchen and Bar,https://www.yelp.com/biz/its-a-southern-thing-kitchen-and-bar-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.99816,-78.90713,605 W Main St,Ste A,Durham,27701,NC,+19192949632
tacos-nacos-durham-3,Tacos Nacos,https://www.yelp.com/biz/tacos-nacos-durham-3?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9667758,-78.945375,3411 University Dr,,Durham,27707,NC,+19192678226
namu-durham,Namu,https://www.yelp.com/biz/namu-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.95279,-78.99661,5420 Durham-Chapel Hill Blvd,,Durham,27707,NC,+19192519794
only-burger-durham-3,Only Burger,https://www.yelp.com/biz/only-burger-durham-3?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.99272,-78.90393,359 Blackwell St,,Durham,27701,NC,+19192372431
hog-heaven-bar-b-q-durham-2,Hog Heaven Bar-B-Q,https://www.yelp.com/biz/hog-heaven-bar-b-q-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0264248474238,-78.9227573598872,2419 Guess Rd,,Durham,27705,NC,+19192867447
bartaco-chapel-hill-chapel-hill,bartaco Chapel Hill,https://www.yelp.com/biz/bartaco-chapel-hill-chapel-hill?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.927863,-79.026918,201 S Estes Dr,Ste E3,Chapel Hill,27514,NC,+19108078226
sister-lius-kitchen-durham-2,Sister Liu's Kitchen,https://www.yelp.com/biz/sister-lius-kitchen-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.95256,-78.99713,5504 Durham Chapel Hill Blvd,Ste 103,Durham,27707,NC,+19842443973
nuvotaco-durham-2,NuvoTaco,https://www.yelp.com/biz/nuvotaco-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9744021683087,-78.9245611808775,2512 University Dr,,Durham,27707,NC,+19194898226
mr-as-beignets-apex-2,Mr. A's Beignets,https://www.yelp.com/biz/mr-as-beignets-apex-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.734613,-78.849109,400 N Salem St,,Apex,27502,NC,+19196249209
cook-out-durham-2,Cook Out,https://www.yelp.com/biz/cook-out-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.02339,-78.95495,3624 Hillsborough Rd,,Durham,27705,NC,
chick-fil-a-durham-2,Chick-fil-A,https://www.yelp.com/biz/chick-fil-a-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0423788,-78.8993858,3912 N Roxboro St,,Durham,27704,NC,+19196200897
heavenly-buffaloes-durham,Heavenly Buffaloes,https://www.yelp.com/biz/heavenly-buffaloes-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.00966,-78.9203,1807 W Markham Ave,,Durham,27705,NC,+19192372358
boricua-soul-food-truck-durham-6,Boricua Soul Food Truck,https://www.yelp.com/biz/boricua-soul-food-truck-durham-6?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9995803833008,-78.9038009643555,,,Durham,27701,NC,+19199020520
picnic-durham-3,Picnic,https://www.yelp.com/biz/picnic-durham-3?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0402126158855,-78.9577317232385,1647 Cole Mill Rd,,Durham,27705,NC,+19199089128
sho-nuff-seafood-nc-durham,Sho Nuff Seafood NC,https://www.yelp.com/biz/sho-nuff-seafood-nc-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0069027,-78.8859581,518 E Trinity Ave,,Durham,27701,NC,+19193083146
pdq-durham-durham-3,PDQ - Durham,https://www.yelp.com/biz/pdq-durham-durham-3?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9528713,-78.9897029,3301 Watkins Rd,,Durham,27707,NC,+19194363753
backyard-bbq-pit-durham,Backyard BBQ Pit,https://www.yelp.com/biz/backyard-bbq-pit-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.89404,-78.89797,5122 Nc Hwy 55,,Durham,27713,NC,+19195449911
chicken-hut-durham,Chicken Hut,https://www.yelp.com/biz/chicken-hut-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9631765,-78.9076094,3019 Fayetteville St,,Durham,27707,NC,+19196825697
earth-to-us-durham,Earth To Us,https://www.yelp.com/biz/earth-to-us-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0203544786635,-78.914233068772,1720 Guess Rd,Ste 18,Durham,27701,NC,+19199081000
luna-rotisserie-and-empanadas-durham,Luna Rotisserie and Empanadas,https://www.yelp.com/biz/luna-rotisserie-and-empanadas-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.99552,-78.90082,112 W Main St,,Durham,27701,NC,+19844398702
kings-sandwich-shop-durham,King's Sandwich Shop,https://www.yelp.com/biz/kings-sandwich-shop-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.00389,-78.90158,701 Foster St,,Durham,27701,NC,+19196820071
goorsha-durham,Goorsha,https://www.yelp.com/biz/goorsha-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.00059,-78.90978,910 W Main St,,Durham,27701,NC,+19195884660
deeluxe-chicken-durham-2,Deeluxe Chicken,https://www.yelp.com/biz/deeluxe-chicken-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.016768,-78.91896,1116 Broad St,,Durham,27705,NC,+19192948128
a1-gyro-and-philly-durham,A1 Gyro and Philly,https://www.yelp.com/biz/a1-gyro-and-philly-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9911321,-78.9002947,Intersection Of Roxboro And Dillard Streets,,Durham,27701,NC,
fullsteam-brewery-durham,Fullsteam Brewery,https://www.yelp.com/biz/fullsteam-brewery-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0031355533379,-78.8998214192479,726 Rigsbee Ave,,Durham,27701,NC,+19196822337
sho-nuff-seafood-durham,Sho Nuff Seafood,https://www.yelp.com/biz/sho-nuff-seafood-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.01705,-78.90898,1058 W Club Blvd,Ste 528,Durham,27701,NC,+19199729212
only-burger-durham-2,Only Burger,https://www.yelp.com/biz/only-burger-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9562,-78.95608,3710 Shannon Rd,Ste 118,Durham,27707,NC,+19199379377
shake-shack-cary,Shake Shack,https://www.yelp.com/biz/shake-shack-cary?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.7396001866604,-78.7782829,310 Colonades Way,,Cary,27518,NC,
m-pocha-durham-2,M Pocha,https://www.yelp.com/biz/m-pocha-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.997056,-78.903781,101 E Chapel Hill St,,Durham,27701,NC,
tasty-stop-durham-3,Tasty Stop,https://www.yelp.com/biz/tasty-stop-durham-3?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.048587,-78.90488,3600 N Duke St,Ste 39B,Durham,27704,NC,+19194779255
itaewon-grill-durham,Itaewon Grill,https://www.yelp.com/biz/itaewon-grill-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.00955,-78.94488,2608 Erwin Rd,Ste 132,Durham,27705,NC,+19198649742
kokyu-namean-durham-4,KoKyu Na'Mean,https://www.yelp.com/biz/kokyu-namean-durham-4?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.8986,-78.89447,4823 Meadow Dr,Ste 108,Durham,27713,NC,+19196994667
jack-tar-and-the-colonels-daughter-durham,Jack Tar and the Colonel's Daughter,https://www.yelp.com/biz/jack-tar-and-the-colonels-daughter-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.99654,-78.90102,202 Corcoran St,,Durham,27701,NC,+19196825225
the-original-q-shack-durham,The Original Q Shack,https://www.yelp.com/biz/the-original-q-shack-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9746224913648,-78.9243817295098,2510 University Dr,,Durham,27707,NC,+19194024227
zwelis-durham,Zweli's,https://www.yelp.com/biz/zwelis-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9624623721816,-78.9792852848768,4600 Durham Chapel Hill Blvd,Ste 26,Durham,27707,NC,+19842197555
bull-city-burger-and-brewery-durham,Bull City Burger and Brewery,https://www.yelp.com/biz/bull-city-burger-and-brewery-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9954377,-78.8999432,107 E Parrish St,,Durham,27701,NC,+19196802333
dames-chicken-and-waffles-durham,Dame's Chicken & Waffles,https://www.yelp.com/biz/dames-chicken-and-waffles-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.001813,-78.901291,530 Foster St,Unit 103,Durham,27701,NC,+19196829235
shanghai-durham,Shanghai,https://www.yelp.com/biz/shanghai-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.0195033,-78.9469968,3433 Hillsborough Rd,,Durham,27705,NC,+19193835700
durham-catering-company-durham-2,Durham Catering Company,https://www.yelp.com/biz/durham-catering-company-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9562,-78.95608,3710 Shannon Rd,Ste 117,Durham,27707,NC,+19193833000
lime-and-lemon-indian-grill-durham,Lime and Lemon Indian Grill,https://www.yelp.com/biz/lime-and-lemon-indian-grill-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.01101,-78.9228,811 9th St,Ste 150,Durham,27705,NC,+19197483456
silver-spoon-durham,Silver Spoon,https://www.yelp.com/biz/silver-spoon-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.07326,-78.90837,5230 N Roxboro Rd,,Durham,27712,NC,+19194797172
spanglish-durham-2,Spanglish,https://www.yelp.com/biz/spanglish-durham-2?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9957585318163,-78.8994020596147,104 City Hall Plz,Ste 101,Durham,27701,NC,+19842695099
cucciolo-osteria-durham-3,Cucciolo Osteria,https://www.yelp.com/biz/cucciolo-osteria-durham-3?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.99762,-78.90621,601 W Main St,Ste C,Durham,27701,NC,+19842438744
philly-steak-factory-durham,Philly Steak Factory,https://www.yelp.com/biz/philly-steak-factory-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9546612345134,-78.9959249264615,5410 New Hope Commons Dr,,Durham,27709,NC,+19194909753
nosh-durham,Nosh,https://www.yelp.com/biz/nosh-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.007468,-78.9472,2812 Erwin Rd,Ste 101,Durham,27705,NC,+19193834747
sunrise-biscuit-kitchen-chapel-hill,Sunrise Biscuit Kitchen,https://www.yelp.com/biz/sunrise-biscuit-kitchen-chapel-hill?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.92757,-79.0355,1305 E Franklin St,,Chapel Hill,27514,NC,+19199331324
cook-out-durham-6,Cook Out,https://www.yelp.com/biz/cook-out-durham-6?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,35.9668389568632,-78.9545378834009,3119 Shannon Rd,,Durham,27707,NC,+19198648634
pupuseria-y-taqueria-orellana-durham,Pupuseria y Taqueria Orellana,https://www.yelp.com/biz/pupuseria-y-taqueria-orellana-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.07763,-78.90968,5300 N Roxboro Rd,,Durham,27712,NC,+19194713299
popeyes-louisiana-kitchen-durham,Popeyes Louisiana Kitchen,https://www.yelp.com/biz/popeyes-louisiana-kitchen-durham?adjust_creative=QWil4J-UMmNJRdzdWiwCng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=QWil4J-UMmNJRdzdWiwCng,36.029705,-78.927234,2723 Guess Rd,,Durham,27705,NC,+19193814555
